,title,price,description,feature,brand,price_sgd,screen_size_inches,resolution,smart_tv,weight_kg,height_cm,width_cm,depth_cm,refresh_rate_hz,hdmi_ports,usb_ports,operating_system,energy_efficiency_class,sound_output_w
136,"SYLVOX 24 Inch TV 12/24 Volt TV 1080P Full HD RV TV,Built-in DVD Player FM Radio with Base and Digital Noise Reduction Function",S$463.92,"Screen size; 24 Inches; Brand; SYLVOX; Supported Internet services; Pandora; Display technology; LED; Resolution; 1080p; Refresh rate; 60; Special features; Flat; Included components; Instruction Manual, Remote Control, RV TV; Connectivity technology; VGA, USB, HDMI; Mounting type; Table Mount","About this item; With HI-FI sound box speaker,audio out fuction, enable to connect with ceiling speaker or outside speaker ,with FM radio function.; Multiple Protection Design : Full HD TV support DC 12v/24v (DC wide voltage 10.5V-28V ) power supply, recoil protection (when the voltage changes sharply, it can become flat and will not damage the circuit), reverse connection protection (No short circuit even if the positive and negative terminals are reversed); Excellent experience: 12 volt TV Built-in DVD, integrated ASTC tuner, with USB, HDMI, VGA port, cabinet speaker, minimal sound staining, reduced distortion, excellent broadband sound effect. 178 H/178 V ultra-wide viewing angle experience. With square bracket base, cigarette lighter, adapter and other accessories.; Use place: Travel and home Both, suitable for traveling campers with, trailers, RVs and home bedrooms, kitchens, lounges and other places of the perfect TV, through the included adapter to convert the home AC power to DC power to power the TV, thereby achieve home use effect.; Anti-seismic design, passed the 4G vibration test.6 pin DC port Anti-drop design, the plug is not easy to fall in the process of vibration..High-definition TV: Resolution 1920 x 1080 Full HD picture quality, full high definition LCD TV, ELED backlight, slim and light weight body. High-performance 16 : 9 aspect ratio LCD panel, 8bit color panel with 16.7 million colors..DVD player supports DVD/VCD/CD discs, does not support playing Blu-ray discs.",Others,463.92,24.0,1080p,No,,,,,60.0,1.0,1.0,Not specified,Not specified,
137,Sony XBR-55A8G 55 Inch TV: BRAVIA OLED 4K Ultra HD Smart TV with HDR and Alexa Compatibility,"S$1,799.00","Screen size; 55 Inches; Brand; Sony; Supported Internet services; Netflix, Pandora, Amazon Instant Video, YouTube; Display technology; OLED; Resolution; 4K; Refresh rate; 120 Hz; Special features; Flat; Model name; XBR55A8G; Included components; Television, Remote; Connectivity technology; Wireless","About this item; Exquisite contrast: OLED technology reveals stunningly real detail, depth, textures and color; Incredible clarity: x Reality Pro upscale images to near 4K clarity while reducing on screen noise; High dynamic range: combined with IMAX enhanced and Dolby Vision for the total cinematic experience; Sound revolution: immersive audio emanates from the entire OLED screen with acoustic Surface technology; Authentic color: TRILUMINOS Display works with 4K super Bit Mapping to create True to life OLED colors; Android TV: 55in flat screen OLED TV with the Google Assistant built in; Alexa and Google Home compatible; Dimensions: OLED TV with stand 48 1/2 x 28 3/4 x 11 1/2 inch; OLED TV without stand 48 1/2 x 28 x 2 1/8 inch; In the box: 55 in OLED TV with stand, remote, batteries, power cord, IR blaster, start Guide, and manual",Sony,1799.0,55.0,4K,Yes,,,,,120.0,,,Android TV,Not specified,
138,"STRONG TV - 2022 (40"" FHD Smart Android 2023)",S$424.94,"Screen size; 100 Centimetres; Brand; Strong; Supported Internet services; Browser; Resolution; 1080p; Special features; Flat; Included components; Stand, TV; Mounting type; Wall Mount; Model year; 2023; Audio output mode; Digital",About this item; Flat,Others,424.94,39.37,1080p,Yes,,,,,,,,Android TV,Not specified,
139,"FORGING MOUNT Long Arm TV Mount,43"" Extension Full Motion TV Monitor Corner Wall Mount Bracket,Fits 17-55 Inch Flat/Curve TVs & Monitors,VESA 400x400mm,Holds110 lbs,",S$234.73,"Mounting type; Wall Mount; Brand; FORGING MOUNT; TV size; 55 Inches; Colour; Black; Minimum compatible size; 17 Inches; Compatible devices; Monitors, Laptops, Televisions","About this item; 43 Inchs Extra Long Arm TV/Monitor Wall Mount: Fits most 17""-55"" Flat/curve LCD LED OLED TVs and Monitor like Samsung,Vizio,Sony, Panasonic,TCL,Hisense,Toshiba, Sharp,LG,Westinghouse,Insignia, etc VESA patterns from 75x75mm up to 400x400mm, weighing up to 110lbs; This Extra Long Arm Wall mount Perfect to solves your visibility issues with a 43 inch Extension Articulating arm. Giving you maxim versatility and easy maneuverability. Arm extends 42.8"" from the wall maximizing your vantage points from a variety of angles in multiple rooms.; Complete Range of Adjustment: Extends, articulates, tilts, swivels, levels and collapses on this Long arm Full Motion TV Wall Mount. Making it ideal for corner installation, over a fireplace, or inside a TV center. Low-profile design ensures TV is close to the wall for a sleek finish.Cable management is included.; Durable and Reliable: This Long Extension TV Mount Monitor Arm is build with heavy duty carbon steel construction, unsplit wallplate and arm design to support TVs up to 110 lbs, and it is passed 330Lbs loading test.; Easy Fast Installation: This Wall Mount TV Monitor bracket comes with pre-set drill hole template and variety of screws and easy to follow instruction manual to accommodate any brand of Television. This TV Wall mount can be used in 16"" wood stud wall and solid concrete wall.it also included 6 ft HDMI cable, 3-Axis bubble level, 3 cable ties, and our incredible 5-year warranty and friendly customer service.",Others,234.73,55.0,Not specified,Not specified,49.8952,,,,,,,Not specified,Not specified,
140,"LG 65ART90ESQA OLED 'Object Collection' Easel 4K Smart TV, 65-inch","S$8,888.00","Screen size; 65 Inches; Brand; LG; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; OLED; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Mounting type; Table Mount; Operating system; WebOS; Audio output mode; Digital","About this item; LG 65ART90ESQA OLED 'Object Collection' Easel 4K Smart TV, 65-inch; LG",LG,8888.0,65.0,4K,Yes,,,,,,,,webOS,Not specified,
141,"Switch Dock, Switch Docking Station Replacement for Nintendo Switch Dock, 6-in-1 Switch Dock, 1000Mbs LAN Port, Charging Port, HDMI Port, USB 3.0 2.0, Portable Switch TV Dock Travel Dock for Nintendo",S$39.57,Brand; Spican; Hardware interface; HDMI; Total USB ports; 2; Number of ports; 6; Total HDMI ports; 1,"About this item; Replacement for Nintendo Switch Dock: The switch dock has complete interfaces and functions, including LAN port, type-c charging port, HDMI port, USB 3.0 port, and 2 USB 2.0 port. The switch tv dock compatible with Nintendo switch console and OLED console.; 1000Mbs LAN Port Available: There is no need to purchase an additional network adapter, and the switch docking station is equipped with a network port. Not include cables.; One-touch Conversion Display: Use the 4K HDMI port to connect on the console and another display, just press the button on the switch dock and you can switch between the console display and the other displays in a matter of seconds; Portable & Lightweight Switch TV Dock: The switch tv dock is smaller and lighter, easy to carry, ideal replacement for nintendo switch dock.; Ventilated Designed Switch Docking Station: The switch dock is well ventilated, and the ventilation design allows the console to better dissipate heat.",Others,39.57,,Not specified,Not specified,,,,,,1.0,2.0,Not specified,Not specified,
142,Sony 4K Ultra HD TV X85K Series: LED Smart Google TV with Dolby Vision HDR and Native 120HZ Refresh Rate 85X85K 75X85K 65X85K 55X85K 50X85K (65inch),"S$1,425.00","Screen size; 65 Inches; Brand; Sony; Supported Internet services; Google TV; Display technology; LED; Product dimensions; 32D x 170W x 100H centimetres; Resolution; 4K; Refresh rate; 120; Special features; Flat; Model name; X85K Series; Included components; Stand, TV","About this item; INTELLIGENT TV PROCESSING– The 4K HDR Processor X1 delivers a picture that is smooth and clear, full of rich colors and detailed contrast.; INTELLIGENT MOTION HANDLING – See blur-free picture quality in fast-moving sports and action-packed movies with native 120Hz refresh rate and Motionflow XR technology.; WIDE SPECTRUM OF COLORS- Reproduces over a billion accurate colors resulting in picture quality that is natural and precise, and closer than ever to real life, enhanced by TRILUMINOS Pro.; PREMIUM SMART TV– Google TV with Google Assistant organizes your favorite content all in one place. Stream from Prime Video, Netflix, Disney+, Apple TV, HBO Max, Peacock and many more. Also, stream from your Apple device with AirPlay 2 support.; ENHANCED ENTERTAINMENT– Experience immersive and engaging cinematic content as the creator intended with support for Dolby Vision & Atmos.; WORKS WITH ALEXA – Through an Alexa enabled device, ask Alexa to change channels, adjust volume, and turn your TV on/off.; ENHANCED GAMING PICTURE QUALITY– Enhance your gaming experience with exclusive features for the PlayStation 5 to improve gaming picture quality.; FEATURES SPECIFIED IN HDMI 2.1 – Get the advantage in high-performance gaming with HDMI 2.1 features such as 4K/120,4 VRR, and ALLM.; UPSCALE ALL YOUR CONTENT– Bring back lost texture and detail and see all your content upscaled to near-4K resolution with 4K XR-Reality PRO.; FLUSH SURFACE DESIGN– Your eyes naturally focus on the immersive big picture with a flush surface narrow bezel design; Show More",Sony,1425.0,65.0,4K,Google TV,,100.0,170.0,32.0,120.0,,,Android TV,Not specified,
143,Sony X7500H 4K Ultra HD High Dynamic Range (HDR) Android LED Smart TV (55 inch),S$949.00,"Screen size; 55 Inches; Brand; Sony; Supported Internet services; Netflix, Amazon Prime Video, YouTube; Display technology; LED; Resolution; 4K; Special features; Flat; Model name; X7500H; Included components; Stand, TV; Connectivity technology; USB, HDMI; Mounting type; Wall Mount","About this item; Beautiful colours and contrast, fine details; Boost sound with clear, punchy bass; Refined design matches your space; Android TV: A faster way to the entertainment you love; Inclusive of standard wall bracket and installation",Sony,949.0,55.0,4K,Yes,,,,,,,,Android TV,Not specified,
144,Philips 65 inch 4K UHD LED Android TV - 65PUT7466,"S$1,194.00","Screen size; 65 Inches; Brand; Philips; Supported Internet services; Netflix; Display technology; LED; Product dimensions; 7.9D x 144.6W x 83.7H centimetres; Resolution; 4K; Refresh rate; 60; Special features; Flat; Included components; 1 x Philips 65PUT7466/98 Android TV, 2 x AAA Batteries, 1 x Legal and safety brochure, 1 x Power cord, 1 x Quick start guide, 1 x Remote Control, 1 x Table top stand; See more; Connectivity technology; Bluetooth, Wi-Fi, USB, Ethernet, HDMI","About this item; Major HDR formats supported; Dolby vision and dolby atmos; Slim, attractive design; The Google Assistant, control the TV with your voice; Comes 164 cm (65"") Android TV",Philips,1194.0,65.0,4K,Yes,,83.7,144.6,7.9,60.0,,,Android TV,Not specified,
145,"Philips 55PUT8217/98 4K UHD HDR10+ LED Android TV, 55""",S$969.00,"Screen size; 55 Inches; Brand; Philips; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Product dimensions; 16D x 136W x 86H centimetres; Resolution; 4K; Refresh rate; 60 Hz; Special features; Flat; Included components; 1 x TV, 1 x Quick start guide, 1 x Legal and safety brochure, 1 x Power cord, 1 x Table top stand, 1 x Remote Control, 2 x AAA Batteries; See more; Connectivity technology; USB, HDMI",About this item; Major HDR formats supported; Dolby Atmos sound; Ready to gaming on any console; With Google Assistant - control the TV with your voice; Simply smart android TV,Philips,969.0,55.0,4K,Yes,,86.0,136.0,16.0,60.0,,,Android TV,Not specified,
146,"Philips TV Philips 32PFS6855/12 32-inch TV (Fulll HD TV, Pixel Plus HD, Saphi Smart TV, Full Range Speakers, 3 x HDMI, 2 x USB, Optimal For Gaming), Light Silver (Model 2020/2021)",S$502.50,"Screen size; 32 Inches; Brand; Philips; Supported Internet services; Netflix; Display technology; LED; Resolution; 1080p; Special features; Flat; Model name; Philips 32PFS6855; Included components; Stand, TV, Remote; Connectivity technology; HDMI; Aspect ratio; 16:9","About this item; This 32-inch Full HD TV is the best choice to live your TV experiences with vivid colors and accurate details. Pixel Plus HD and HDR 10 deliver optimized image quality.; Use your favorite apps like Netflix and other platforms on this 32-inch smart TV with Saphi Smart TV operating system and intuitive menu.; This Full HD TV stands out for its minimum 20ms latency via HDMI and a high refresh rate so you can enjoy your gaming experience to the fullest.; Other features youâ€ll love about this 32-inch LED TV are full range speakers and 5-band equalizer for crisp sound and intense bass.; Scope of delivery: Philips TV 32PFS6855/12 32 inches (80 cm) remote, 2 AAA batteries, power cable, quick start guide, legal and security brochure, table stand",Philips,502.5,32.0,1080p,Yes,,,,,,3.0,2.0,Saphi Smart TV,Not specified,
147,Sony 4K Ultra HD TV X95K Series: BRAVIA XR Mini LED Smart Google TV with Dolby Vision HDR and Exclusive Features for PS5 65X95K 75X95K 85X95K (75inch),"S$4,199.00","Screen size; 75 Inches; Brand; Sony; Supported Internet services; Google TV; Display technology; LED; Product dimensions; 39D x 180W x 100H centimetres; Resolution; 4K; Special features; Flat; Model name; BRAVIA XR; Included components; Stand, TV; Connectivity technology; Wi-Fi","About this item; INTELLIGENT TV PROCESSING – The Cognitive Processor XR understands how humans see to deliver intense contrast with deep blacks, high peak brightness, and natural colours; MINI LED CONTRAST – Thousands of Mini LEDs are controlled with absolute precision by XR Backlight Master Drive delivering unprecedented contrast with deep blacks, natural colours, and maximum brightness; WIDE SPECTRUM OF COLOURS - Rediscover everything you watch with billions of accurate colours and see impressive picture quality that is natural and beautiful, enhanced by XR Triluminos Pro; PREMIUM SMART TV – Google TV with Google Assistant organizes your favourite content all in one place. Stream from Netflix, Disney+, Apple TV, Prime Video, Crave, and many more. Also, stream from your Apple device with AirPlay 2 support; MOVIES INCLUDED WITH BRAVIA CORE – Bring the cinematic experience home. Enjoy streaming included high-quality 4K UHD quality movies with the BRAVIA CORE app, exclusively on select Sony TVs; ENHANCED ENTERTAINMENT – Experience immersive and engaging cinematic content as the creator intended with support for Dolby Vision, IMAX Enhanced, and Netflix Adaptive Calibrated Mode; PERFECT FOR PLAYSTATION 5 – Take your gaming to the next level with input lag as low as 8.5ms and BRAVIA XR exclusive features for the PlayStation 5 to improve gaming picture quality; FEATURES SPECIFIED IN HDMI 2.1 – Get the advantage in high-performance gaming on BRAVIA XR TVs with HDMI 2.1 features such as 4K/120, VRR, and ALLM; ENHANCED AUDIO – With Acoustic Multi-Audio and Dolby Atmos support, hear true immersive audio with two sound positioning tweeters in addition to front-firing TV speakers and dual subwoofers; MULTI-POSITION STAND – Beautifully designed to complement your unique viewing experience, offering three variations of flexibility – low-profile immersive setting, narrow furniture setting, or raised to accommodate a soundbar; Wireless communication technologyWi-Fi; Voltage120.0 volts_of_alternating_current; Show More",Sony,4199.0,75.0,4K,Yes,,100.0,180.0,39.0,,,,Android TV,Not specified,
